4372,01/07/2016 3:00,0.00013,0.01536,0.01568,0.11,0.01396,N,MS,5.394,12.864,MS,0.521,0.13,0.00009,-0.00032,0.00773,0.00853,0.162,0.02215,1.943,MS,MS,3.765,242.667,0.081,5.107,5.397,0.147,29.788,4.349,4.349,92.887,3.763,315.809
4373,01/07/2016 4:00,0.00004,0.01321,0.01342,0.133,0.01921,N,MS,6.157,13.068,MS,2.713,0.402,0.00001,-0.00009,0.00755,0.00852,0.151,0.02231,2.407,MS,MS,3.404,315.388,0.13,11.407,11.704,0.146,19.29,4.947,4.947,95.904,3.839,295.899
4374,01/07/2016 5:00,0.0001,0.01041,0.01062,0.114,0.02213,N,MS,6.461,12.622,MS,1.778,336.453,0.00014,0.00034,0.01779,0.01911,0.184,0.01448,3.322,MS,MS,2.302,293.047,0.305,8.478,8.997,0.14,21.601,4.789,4.789,96.389,4.144,319.861
4375,01/07/2016 6:00,0.00176,0.01197,0.01382,0.143,0.01629,N,MS,7.157,13.754,MS,0.722,72.783,0.00006,0.00073,0.01002,0.0117,0.177,0.01497,2.8,MS,MS,2.436,200.05,1.624,8.353,10.158,0.138,15.368,6.676,6.676,95.104,6.29,306.682
4376,01/07/2016 7:00,0.00539,0.01579,0.02138,0.162,0.0191,N,MS,8.478,15.614,MS,1.66,170.277,0.00017,0.0017,0.00646,0.00916,0.173,0.01881,2.706,MS,MS,1.969,213.992,1.638,4.84,6.66,0.138,20.983,6.539,6.539,84.124,3.485,300.922
4377,01/07/2016 8:00,0.00844,0.01748,0.0261,0.158,0.02286,MS,MS,10.145,17.547,MS,2.812,171.316,0.00015,0.0023,0.00758,0.01093,0.177,0.02718,3.062,MS,MS,3.321,185.992,1.166,3.727,5.058,0.15,32.975,5.048,5.048,73.749,4.279,288.673
4378,01/07/2016 9:00,0.00231,0.00866,0.01107,0.16,0.04084,MS,MS,7.855,18.111,MS,6.742,176.718,0.00037,0.00072,0.00423,0.00574,0.148,0.0437,1.956,MS,MS,7.483,159.365,1.705,5.863,7.756,0.169,46.038,3.659,3.659,62.476,4.453,160.39
4379,01/07/2016 10:00,0.00127,0.00552,0.00685,0.101,0.04834,MS,MS,4.87,19.697,MS,4.936,194.569,0.00041,0.00048,0.00328,0.00447,0.135,0.04994,1.892,MS,MS,7.665,148.768,0.64,3.308,4.11,0.152,57.064,3.215,3.215,57.42,5.142,162.67
4380,01/07/2016 11:00,0.00071,0.00416,0.00494,0.079,0.05824,MS,MS,4.966,20.949,MS,5.353,145.05,0.00012,-0.00017,0.00171,0.00258,0.125,0.05763,1.573,MS,MS,7.38,130.785,0.534,3.115,3.814,0.15,62.445,3.342,3.342,51.517,4.567,145.189
4381,01/07/2016 12:00,0.00027,0.00238,0.00271,0.071,0.0589,MS,MS,2.83,21.62,MS,7.611,134.963,0.00013,-0.00021,0.00135,0.00197,0.122,0.0565,1.5,MS,MS,9.934,131.035,0.437,3.062,3.67,0.159,64.998,3.78,3.78,50.193,6.334,140.261
4382,01/07/2016 13:00,0.00016,0.00193,0.00214,0.072,0.05624,MS,MS,2.732,21.815,MS,9.801,130.379,0.00006,-0.00045,0.00104,0.00189,0.123,0.05341,1.431,MS,MS,12.819,141.421,0.269,2.3,2.791,0.149,63.131,3.769,3.769,52.956,7.94,141.778
4383,01/07/2016 14:00,0.00017,0.00174,0.00195,0.069,0.0537,MS,MS,2.75,22.256,MS,10.122,136.743,0.00008,-0.00021,0.00099,0.0019,0.123,0.05086,1.582,MS,MS,14.701,138.434,0.252,2.002,2.492,0.149,58.471,3.664,3.664,55.626,7.904,123.136
4384,01/07/2016 15:00,0.00019,0.00167,0.00191,0.069,0.05249,MS,MS,2.973,22.909,MS,12.968,155.801,0.00004,-0.00003,0.00102,0.00191,0.123,0.05091,1.66,MS,MS,15.261,135.531,0.346,2.02,2.558,0.146,56.308,4.22,4.22,55.256,9.636,145.117
4385,01/07/2016 16:00,0.00012,0.00181,0.00198,0.069,0.05355,MS,MS,2.928,22.956,MS,11.897,133.714,0.00005,0.00024,0.00104,0.0019,0.123,0.05209,1.678,MS,MS,16.177,141.13,0.253,1.774,2.195,0.138,55.527,4.146,4.146,55.932,9.551,135.849
4386,01/07/2016 17:00,0.00005,0.00208,0.00221,0.072,0.05351,MS,MS,3.071,22.492,MS,11.12,145.329,0.00006,-0.00003,0.00158,0.00204,0.122,0.05258,1.696,MS,MS,16.031,142.215,0.317,2.167,2.66,0.139,54.816,4.226,4.226,60.187,8.762,150.313
4387,01/07/2016 18:00,0.00008,0.00254,0.0027,0.076,0.05295,MS,MS,3.498,22.366,MS,8.575,129.999,-0.00002,-0.00002,0.00178,0.00209,0.125,0.04942,1.733,MS,MS,10.843,119.423,0.246,2.055,2.457,0.141,55.152,4.756,4.756,62.884,7.655,141.286
4388,01/07/2016 19:00,0.00007,0.00383,0.00399,0.085,0.05024,MS,MS,4.235,21.783,MS,9.08,121.684,0.00002,-0.00005,0.00215,0.00274,0.129,0.04718,1.815,MS,MS,9.175,110.466,0.238,3.618,3.992,0.142,53.738,5.187,5.187,66.219,6.275,120.895
4389,01/07/2016 20:00,0.00001,0.0038,0.00391,0.101,0.04587,MS,MS,5.153,21.314,MS,6.974,118.977,-0.0001,0.00009,0.0031,0.00402,0.134,0.04088,1.915,MS,MS,7.194,113.084,0.243,5.351,5.73,0.156,51.01,5.45,5.45,66.874,5.616,117.265
4390,01/07/2016 21:00,0.00001,0.00466,0.00477,0.114,0.03859,MS,MS,7.004,20.641,MS,4.757,114.774,-0.00001,0.00005,0.00448,0.00534,0.136,0.03398,2.285,MS,MS,5.778,133.127,0.127,5.017,5.352,0.151,49.406,5.493,5.493,70.262,5.596,138.76
4391,01/07/2016 22:00,0.00001,0.00783,0.00792,0.143,0.03157,MS,MS,9.539,20.167,MS,4.7,115,-0.00007,0.00009,0.00529,0.00615,0.154,0.02806,2.818,MS,MS,5.882,118.369,0.097,6.78,7.102,0.181,41.91,7.552,7.552,77.528,4.994,118.279
4392,01/07/2016 23:00,0.00002,0.00816,0.00828,0.132,0.02804,MS,MS,10.565,19.335,MS,6.639,155.378,-0.00008,0.00062,0.00441,0.00513,0.145,0.0227,3.021,MS,MS,7.372,137.225,0.214,7.431,7.858,0.187,38.029,8.873,8.873,81.813,4.744,152.67
4393,02/07/2016 0:00,0.00007,0.00938,0.00954,0.123,0.02236,MS,MS,12.879,17.982,MS,2.456,155.201,-0.0001,0.00048,0.00465,0.00539,0.16,0.02341,3.251,MS,MS,2.991,112.533,0.173,7.106,7.458,0.197,32.522,11.797,11.797,88.759,1.713,293.784
4394,02/07/2016 1:00,0.00011,0.0132,0.01339,0.204,0.01509,MS,MS,19.669,16.963,MS,1.356,11.343,-0.00013,0.00032,0.00558,0.00631,0.152,0.02069,3.254,MS,MS,0.218,77.529,0.138,5.964,6.307,0.193,29.609,11.217,11.217,91.891,3.327,343.934
4395,02/07/2016 2:00,0.00007,0.00775,0.00788,0.127,0.02793,MS,MS,9.982,15.976,MS,12.173,359.051,Z,Z,Z,Z,Z,Z,3.212,MS,MS,6.268,27.431,0.101,2.471,2.797,0.129,41.842,5.193,5.193,91.203,8.557,13.5
4396,02/07/2016 3:00,0,0.00464,0.00469,0.095,0.03469,MS,MS,4.107,15.097,MS,6.944,353.299,-0.00008,0.00014,0.0044,0.0051,0.131,0.03332,2.572,MS,MS,3.707,68.502,0.058,2.157,2.469,0.131,42.824,2.773,2.773,90.073,5.143,358.808
4397,02/07/2016 4:00,0,0.00404,0.00407,0.084,0.03392,MS,MS,3.268,14.214,MS,5.097,337.367,-0.00002,0.00046,0.00735,0.00817,0.144,0.03057,1.755,MS,MS,5.52,310.779,0.088,3.591,3.906,0.122,38.088,2.92,2.92,91.953,5.961,320.639
4398,02/07/2016 5:00,0.00002,0.00636,0.00644,0.084,0.03011,MS,MS,3.127,13.708,MS,3.029,333.549,-0.00002,0.00041,0.00591,0.0067,0.142,0.02526,1.792,MS,MS,6.865,250.791,0.186,4.903,5.277,0.128,31.964,3.067,3.067,94.566,6.469,303.874
4399,02/07/2016 6:00,0.00052,0.00674,0.0073,0.092,0.02846,MS,MS,4.072,14.719,MS,5.894,327.632,-0.00009,0.00073,0.00257,0.00387,0.131,0.02382,2.152,MS,MS,8.95,259.412,0.467,4.433,5.09,0.133,29.879,3.934,3.934,94.113,7.606,318.43
4400,02/07/2016 7:00,0.00149,0.00674,0.00828,0.092,0.02801,MS,MS,6.417,16.107,MS,6.176,315.117,0.00003,0.00077,0.00277,0.00407,0.135,0.02834,2.462,MS,MS,7.984,276.033,1.615,5.542,7.339,0.147,24.04,6.322,6.322,90.487,7.017,306.047
4401,02/07/2016 8:00,0.00347,0.00839,0.01189,0.103,0.02401,MS,MS,8.82,18.284,MS,5.272,316.654,0.00009,0.0009,0.00247,0.00397,0.14,0.0297,3.108,MS,MS,5.923,282.893,1.566,3.364,5.123,0.143,24.986,6.743,6.743,79.447,8,302.665
4402,02/07/2016 9:00,0.00207,0.00584,0.00795,0.108,0.03015,MS,MS,8.891,19.402,MS,5.227,99.72,0.00063,0.00167,0.0046,0.00688,0.166,0.03205,2.804,MS,MS,3.673,58.579,1.352,3.65,5.227,0.156,31.849,6.877,6.877,67.364,1.998,314.539
4403,02/07/2016 10:00,0.00094,0.00347,0.00453,0.101,0.03502,MS,MS,8.066,19.641,MS,8.034,109.573,0.00036,0.00125,0.00373,0.00555,0.151,0.03382,2.695,MS,MS,8.138,79.941,1.358,4.987,6.568,0.173,38.688,7.921,7.921,64.732,5.078,89.313
4404,02/07/2016 11:00,0.00055,0.00282,0.0034,0.091,0.04065,MS,MS,6.674,20.43,MS,6.465,116.715,0.00035,0.00074,0.00232,0.00347,0.139,0.03848,2.932,MS,MS,8.402,120.728,0.828,3.571,4.609,0.171,42.763,7.98,7.98,62.369,5.438,94.996
4405,02/07/2016 12:00,0.00027,0.0022,0.00252,0.078,0.04478,MS,MS,5.036,21.44,MS,7.615,115.104,0.00031,-0.0001,0.00146,0.00225,0.132,0.04344,2.289,MS,MS,8.926,111.716,0.465,2.317,3.049,0.155,47.231,5.006,5.006,53.26,6.361,130.018
4406,02/07/2016 13:00,0.0002,0.00163,0.00187,0.066,0.04364,MS,MS,3.22,22.161,MS,10.581,104.229,0.00035,-0.00011,0.00101,0.0019,0.125,0.04126,1.737,MS,MS,10.855,114.114,0.372,1.869,2.499,0.136,47.589,3.282,3.282,48.219,7.206,118.106
4407,02/07/2016 14:00,0.00023,0.00207,0.00232,0.063,0.04212,MS,MS,3.01,22.092,MS,10.352,121.495,0.00026,0.00008,0.00211,0.0031,0.118,0.03995,1.769,MS,MS,13.92,131.208,0.318,2.057,2.651,0.128,45.56,2.987,2.987,53.38,8.282,114.775
4408,02/07/2016 15:00,0.00047,0.00353,0.00407,0.067,0.04166,MS,MS,4.005,21.667,MS,10.444,119.372,0.00025,-0.00016,0.00195,0.00263,0.125,0.04008,2.189,MS,MS,10.982,110.124,0.511,2.755,3.529,0.133,43.107,3.501,3.501,55.015,7.946,130.932
4409,02/07/2016 16:00,0.00024,0.0026,0.00289,0.079,0.04089,MS,MS,3.88,21.336,MS,10.977,120.335,0.00031,0.0004,0.00332,0.00425,0.131,0.03603,2.563,MS,MS,10.442,103.004,0.484,3.077,3.829,0.135,44.341,4.12,4.12,62.206,9.037,126.777
4410,02/07/2016 17:00,0.00049,0.00254,0.00309,0.08,0.03817,MS,MS,4.044,22.346,MS,11.899,106.768,0.00027,0.00067,0.00218,0.00327,0.131,0.03435,2.212,MS,MS,11.862,99.957,0.614,2.449,3.312,0.146,44.845,4.725,4.725,57.468,10.313,113.024
4411,02/07/2016 18:00,0.00029,0.00214,0.00248,0.074,0.04057,MS,MS,3.695,22.753,MS,12.554,109.376,0.00026,0.00051,0.00201,0.00298,0.123,0.03735,1.491,MS,MS,11.847,112.171,0.427,2.506,3.234,0.148,44.465,4.779,4.779,62.633,9.277,107.711
4412,02/07/2016 19:00,0.00031,0.00263,0.00301,0.07,0.04128,MS,MS,3.27,22.654,MS,10.83,109.995,0.00033,0.00026,0.0018,0.00275,0.119,0.03795,1.486,MS,MS,10.564,105.091,0.301,2.792,3.412,0.15,42.031,4.749,4.749,65.89,6.586,81.821
4413,02/07/2016 20:00,0.0002,0.00287,0.00311,0.08,0.04028,MS,MS,3.28,21.094,MS,11.985,80.186,0.00034,-0.00009,0.00186,0.00263,0.119,0.03946,1.381,MS,MS,10.09,90.135,0.283,2.413,2.983,0.137,41.776,4.385,4.385,65.509,5.837,96.072
4414,02/07/2016 21:00,0.00001,0.0041,0.00423,0.089,0.03762,MS,MS,3.399,20.108,MS,11.423,93.31,0.00027,-0.00006,0.0024,0.00297,0.125,0.03683,1.578,MS,MS,9.878,95.543,0.212,2.928,3.384,0.152,42.081,3.924,3.924,72.633,5.544,96.424
4415,02/07/2016 22:00,0.00001,0.004,0.00409,0.095,0.03246,MS,MS,4.591,18.138,MS,8.656,105.018,0.00028,0.00006,0.00638,0.00713,0.131,0.02156,2.18,MS,MS,7.196,109.459,0.045,3.869,4.232,0.162,38.272,4.413,4.413,82.772,4.747,103.541
4416,02/07/2016 23:00,0.00001,0.00633,0.00641,0.133,0.02452,MS,MS,6.974,16.27,MS,2.399,125.591,0.0004,-0.00021,0.00396,0.00458,0.147,0.02023,2.895,MS,MS,1.731,117.263,0.114,6.401,6.835,0.18,31.821,5.134,5.134,89.838,1.308,136.105
4417,03/07/2016 0:00,0.00002,0.00849,0.0086,0.158,0.01524,MS,MS,8.631,14.826,MS,0.701,16.968,0.00038,0.0001,0.00888,0.00972,0.174,0.01643,3.459,MS,MS,1.411,156.68,0.16,9.102,9.555,0.222,22.376,6.585,6.585,93.53,1.587,336.807
4418,03/07/2016 1:00,0.00009,0.0124,0.01258,0.224,0.0116,MS,MS,12.3,14.516,MS,2.617,112.318,0.00035,0.00029,0.00856,0.00943,0.125,0.01237,2.576,MS,MS,3.198,109.882,0.186,7.607,8.09,0.218,23.661,7.736,7.736,95.614,3.585,320.193
4419,03/07/2016 2:00,0.00008,0.00912,0.00934,0.13,0.01355,MS,MS,12.12,13.486,MS,1.28,130.134,Z,Z,Z,Z,Z,Z,2.239,MS,MS,3.38,130.301,0.107,5.129,5.55,0.189,25.276,7.133,7.133,97.052,4.291,303.425
4420,03/07/2016 3:00,0.00011,0.01374,0.01398,0.139,0.00879,MS,MS,9.732,12.984,MS,1.321,133.638,0.00035,0.00008,0.00557,0.00635,0.151,0.01225,3.155,MS,MS,3.1,190.222,0.151,5.329,5.8,0.181,20.458,6.977,6.977,98.675,3.095,316.923
4421,03/07/2016 4:00,0.00052,0.01456,0.01523,0.12,0.00541,MS,MS,10.661,12.236,MS,1.411,170.14,0.00031,0.00007,0.00547,0.00632,0.153,0.01181,3.625,MS,MS,4.474,245.107,0.125,5.942,6.415,0.184,15.896,6.967,6.967,100.206,3.202,284.292
4422,03/07/2016 5:00,0.00277,0.01559,0.01857,0.135,0.00257,MS,MS,9.884,12.14,MS,1.162,260.971,0.00026,0.00065,0.00681,0.00818,0.15,0.00809,4.368,MS,MS,4.081,258.697,0.366,7.158,7.828,0.158,12.762,6.421,6.421,99.337,6.294,325.423
4423,03/07/2016 6:00,0.00722,0.01419,0.02156,0.138,0.00384,MS,MS,10.456,14.243,MS,0.276,226.028,0.0003,0.00117,0.00539,0.00721,0.148,0.00865,4.884,MS,MS,2.76,247.525,1.454,6.778,8.542,0.166,11.219,6.804,6.804,95.394,5.278,305.303
4424,03/07/2016 7:00,0.0092,0.01308,0.02244,0.133,0.00631,MS,MS,9.321,16.225,MS,1.412,264.145,0.00039,0.00097,0.00299,0.00446,0.143,0.01368,4.756,MS,MS,6.726,272.889,2.364,7.34,10,0.162,10.858,7.151,7.151,90.694,7.808,305.144
4425,03/07/2016 8:00,0.00708,0.01309,0.02032,0.097,0.01068,MS,MS,5.603,17.968,MS,3.9,233.672,0.00033,0.00108,0.00267,0.00426,0.124,0.01817,3.509,MS,MS,9.382,259.4,1.825,5.212,7.312,0.168,15.284,6.467,6.467,80.489,5.502,322.962
4426,03/07/2016 9:00,0.00391,0.00875,0.01276,0.105,0.01679,MS,MS,5.066,19.765,MS,2.1,254.117,0.0004,0.00077,0.00284,0.00431,0.132,0.02452,3,MS,MS,7.019,244.86,1.732,4.225,6.229,0.153,24.541,3.882,3.882,66.34,7.925,300.962
4427,03/07/2016 10:00,0.00366,0.00837,0.01212,0.103,0.02705,MS,MS,3.988,22.683,MS,2.225,250.692,0.00033,0.0005,0.00151,0.00234,0.12,0.03228,2.492,MS,MS,5.783,291.758,0.554,1.848,2.725,0.141,36.21,2.501,2.501,53.553,13.164,285.708
4428,03/07/2016 11:00,0.00063,0.00216,0.00288,0.056,0.03939,MS,MS,1.987,22.639,MS,18.914,296.271,0.00029,0.00037,0.00102,0.00176,0.107,0.03736,1.888,MS,MS,17.246,290.159,0.371,1.2,1.866,0.133,41.455,1.63,1.63,49.2,19.708,295.824
4429,03/07/2016 12:00,0.00055,0.00242,0.00308,0.062,0.04033,MS,MS,2.217,21.39,MS,16.138,310.011,0.00033,0.0005,0.00129,0.00206,0.11,0.0404,1.678,MS,MS,17.063,292.259,0.387,1.248,1.958,0.129,42.992,1.677,1.677,49.812,14.568,313.523
4430,03/07/2016 13:00,0.00041,0.00197,0.00247,0.059,0.0403,MS,MS,2.063,23.583,MS,13.125,307.09,0.00024,0.00045,0.00121,0.00185,0.107,0.03945,1.687,MS,MS,13.493,283.774,0.265,0.86,1.449,0.124,41.176,1.467,1.467,38.513,13.982,290.798
4431,03/07/2016 14:00,0.00114,0.00472,0.00596,0.053,0.03842,MS,MS,2.206,22.164,MS,9.029,230.368,0.0003,0.00033,0.00247,0.00329,0.114,0.03761,2.836,MS,MS,13.132,235.459,0.256,0.845,1.374,0.12,40.306,1.61,1.61,40.969,11.613,234.56
4432,03/07/2016 15:00,0.00072,0.00364,0.0045,0.07,0.03954,MS,MS,2.144,21.948,MS,6.39,196.324,0.00016,0.00058,0.00242,0.00325,0.126,0.04061,2.362,MS,MS,8.991,232.684,0.332,0.922,1.573,0.124,40.823,1.572,1.572,42.923,10.776,193.979
4433,03/07/2016 16:00,0.00046,0.00282,0.00341,0.063,0.03919,MS,MS,2.307,22.696,MS,5.571,243.146,0.00006,0.00047,0.00206,0.00267,0.113,0.03899,1.933,MS,MS,17.21,226.353,0.345,1.281,1.948,0.128,40.541,2.43,2.43,45.718,0.417,199.176
4434,03/07/2016 17:00,0.00044,0.00245,0.00302,0.079,0.03946,MS,MS,4.352,21.875,MS,19.308,42.944,0.00014,0.00055,0.00218,0.00293,0.123,0.03758,4.307,MS,MS,7.379,27.897,0.351,1.742,2.432,0.139,43.154,3.734,3.734,54.488,11.384,23.827
4435,03/07/2016 18:00,0.00048,0.00251,0.00312,0.073,0.04031,MS,MS,4.097,21.074,MS,20.104,14.947,0.00025,0.00037,0.00198,0.00239,0.124,0.04072,3.404,MS,MS,19.852,41.747,0.292,1.323,1.972,0.124,38.378,3.566,3.566,58.726,14.629,12.105
4436,03/07/2016 19:00,0.00034,0.00202,0.00249,0.061,0.02898,MS,MS,2.205,18.3,MS,24.072,19.672,0.00022,0.0005,0.00149,0.002,0.116,0.03017,2.442,MS,MS,17.894,74.582,0.325,1.192,1.88,0.121,30.299,1.693,1.693,64.547,14.222,31.757
4437,03/07/2016 20:00,0.00041,0.00264,0.00321,0.075,0.0278,MS,MS,1.937,16.905,MS,19.264,23.513,0.00021,0.0002,0.00158,0.00199,0.108,0.02915,1.911,MS,MS,18.386,46.424,0.352,1.723,2.412,0.12,28.38,1.582,1.582,74.575,9.738,27.451
4438,03/07/2016 21:00,0.0001,0.00344,0.0037,0.066,0.02513,MS,MS,2.112,15.764,MS,11.959,28.954,0.00019,0.00037,0.00223,0.00263,0.108,0.02366,2.121,MS,MS,11.904,42.515,0.184,2.204,2.744,0.125,24.591,1.638,1.638,82.655,3.94,34.624
4439,03/07/2016 22:00,0.00001,0.00442,0.00459,0.073,0.023,MS,MS,1.763,15.324,MS,6.919,38.987,0.00015,0.00033,0.00384,0.00424,0.11,0.02035,2.453,MS,MS,7.768,49.343,0.219,2.641,3.216,0.124,23.909,1.715,1.715,83.962,5.434,351.374
4440,03/07/2016 23:00,0.00003,0.0062,0.00642,0.08,0.01816,MS,MS,1.202,14.488,MS,9.598,0.198,0.00017,0.00043,0.00378,0.00398,0.119,0.02094,2.125,MS,MS,3.981,66.472,0.16,2.097,2.576,0.121,23.505,1.455,1.455,84.849,5.917,358.766
4441,04/07/2016 0:00,0.00011,0.00413,0.00438,0.059,0.0232,MS,MS,1.496,13.576,MS,3.719,150.896,0.00028,0.00017,0.00297,0.00324,0.113,0.02288,3.728,MS,MS,3.839,121.86,0.043,1.467,1.889,0.107,24.91,1.154,1.154,83.154,2.35,231.566
4442,04/07/2016 1:00,0.00006,0.0031,0.00334,0.045,0.02495,MS,MS,1.496,12.222,MS,2.865,147.254,0.00019,0.00035,0.00342,0.00336,0.108,0.02411,1.842,MS,MS,5.91,104.019,0.017,3.667,4.068,0.115,22.746,1.857,1.857,86.542,1.549,176.089
4443,04/07/2016 2:00,0.00001,0.00603,0.00621,0.053,0.0202,MS,MS,1.386,12.134,MS,0.962,59.973,Z,Z,Z,Z,Z,Z,1.637,MS,MS,4.964,157.71,0.095,5.91,6.35,0.123,20.994,2.805,2.805,88.507,0.176,62.49
4444,04/07/2016 3:00,0.00002,0.00518,0.00542,0.052,0.0194,MS,MS,1.298,11.643,MS,2.065,352.841,0.00001,0.0001,0.00216,0.00213,0.11,0.02403,1.432,MS,MS,3.495,182.282,0.164,4.157,4.652,0.124,16.892,2.076,2.076,89.822,1.918,350.57
4445,04/07/2016 4:00,0,0.00521,0.00539,0.056,0.01575,MS,MS,1.036,11.394,MS,0.398,343.661,0.00013,0.00029,0.00362,0.00383,0.112,0.02064,1.687,MS,MS,3.188,236.593,0.192,6.019,6.548,0.124,14.341,2.077,2.077,91.022,1.91,272.375
4446,04/07/2016 5:00,0.00098,0.01242,0.01365,0.067,0.00795,MS,MS,1.385,10.638,MS,0.812,164.389,0.00014,0.00075,0.00659,0.00726,0.123,0.01656,2.265,MS,MS,1.402,284.113,1.202,7.899,9.463,0.116,10.009,1.937,1.937,93.289,2.405,291.58
4447,04/07/2016 6:00,0.01388,0.01704,0.03132,0.137,0.00891,MS,MS,2.305,12.286,MS,1.79,134.525,0.00018,0.00223,0.01039,0.01276,0.129,0.01422,2.647,MS,MS,2.145,128.156,3.836,10.473,14.762,0.147,7.979,2.242,2.242,92.332,2.055,0.271
4448,04/07/2016 7:00,0.00465,0.00811,0.01298,0.1,0.0212,MS,MS,1.963,14.102,MS,4.406,182.129,0.00012,0.00133,0.0048,0.00626,0.136,0.02101,1.753,MS,MS,6.156,168.091,2.321,5.757,8.392,0.138,20.912,2.062,2.062,80.569,3.487,199.55
4449,04/07/2016 8:00,0.00153,0.00398,0.00575,0.061,0.02775,MS,MS,1.356,14.65,MS,9.337,189.266,0.00018,0.00087,0.00312,0.00411,0.125,0.02898,1.313,MS,MS,12.434,185.542,1.293,2.459,4.096,0.128,31.205,1.748,1.748,74.469,7.07,203.726
4450,04/07/2016 9:00,C,C,C,0.059,0.02997,MS,MS,1.543,15.663,MS,9.293,190.827,0.00012,0.00058,0.00243,0.00329,0.12,0.029,1.34,MS,MS,10.945,182.107,1.077,2.449,3.853,0.113,33.692,1.876,1.876,67.515,5.31,192.395
4451,04/07/2016 10:00,C,C,C,C,0.03072,MS,MS,2.234,17.271,MS,8.991,183.331,0.00018,0.00041,0.00176,0.00216,0.112,0.03078,1.439,MS,MS,10.665,182.193,0.904,2.241,3.479,0.109,36.124,2.094,2.094,60.179,6.565,175.764
4452,04/07/2016 11:00,C,C,C,C,0.03347,MS,MS,2.642,19.07,MS,7.942,171.305,0.00012,0.00017,0.00122,0.00149,0.112,0.03295,1.386,MS,MS,11.162,168.865,0.586,1.688,2.635,0.099,38.513,2.121,2.121,47.56,4.799,181.168
4453,04/07/2016 12:00,C,C,C,C,0.03627,MS,MS,C,20.359,MS,9.614,173.133,0.0001,0.00027,0.00146,0.00169,0.11,0.03504,1.14,MS,MS,9.47,199.457,0.469,0.964,1.777,0.075,40.169,2.492,2.492,39.541,8.58,214.112
4454,04/07/2016 13:00,C,C,C,C,C,MS,MS,C,16.505,MS,6.323,277.479,0.00002,0.0007,0.00201,0.00274,0.11,0.03818,1.16,MS,MS,12.229,264.611,1.892,3.553,5.762,0.098,38.594,1.995,1.995,43.816,5.811,152.696
4455,04/07/2016 14:00,0.0013,0.00449,0.00596,0.062,C,MS,MS,3.304,18.913,MS,6.264,175.083,-0.00005,0.00069,0.00243,0.00321,0.108,0.03912,1.067,MS,MS,1.733,147.639,1.842,4.006,6.187,0.102,40.55,1.567,1.567,35.226,3.26,142.411
4456,04/07/2016 15:00,0.00079,0.00403,0.005,0.052,0.03971,MS,MS,3.01,20.033,MS,6.421,64.429,0.00004,0.00062,0.00292,0.00364,0.111,0.03881,1.062,MS,MS,10.294,108.4,0.965,2.432,3.747,0.081,42.389,1.285,1.285,35.771,10.028,21.376
4457,04/07/2016 16:00,0.00066,0.00485,0.0057,0.065,0.03949,MS,MS,2.876,17.872,MS,18.117,58.089,-0.00004,0.00086,0.00623,0.00729,0.132,0.03471,2.164,MS,MS,19.127,44.843,0.712,3.227,4.27,0.091,43.474,1.366,1.366,36.631,6.828,64.985
4458,04/07/2016 17:00,0.00059,0.00397,0.00476,0.059,0.03701,MS,MS,3.046,16.231,MS,19.388,78.327,0.00007,0.00113,0.00404,0.00539,0.118,0.03545,1.959,MS,MS,16,58.324,0.299,3.601,4.231,0.09,39.884,1.534,1.534,57.565,6.541,94.625
4459,04/07/2016 18:00,0.00031,0.0041,0.00457,0.055,0.03573,MS,MS,3.052,14.918,MS,17.452,343.736,0,0.00016,0.00455,0.00484,0.115,0.03537,1.721,MS,MS,11.687,348.314,0.28,3.58,4.234,0.088,31.038,2.225,2.225,85.506,10.656,323.837
4460,04/07/2016 19:00,0.00032,0.00544,0.0059,0.065,0.02857,MS,MS,2.201,10.865,MS,19.065,36.721,-0.00003,0.00008,0.00418,0.00439,0.113,0.02947,2.519,MS,MS,14.431,8.812,0.192,2.775,3.32,0.08,28.757,1.741,1.741,92.488,4.498,68.427
4461,04/07/2016 20:00,0.00019,0.00514,0.00548,0.072,0.03046,MS,MS,1.952,11.238,MS,13.931,57.653,-0.00014,0.00034,0.00488,0.00534,0.115,0.02931,1.407,MS,MS,15.351,38.221,0.291,5.475,6.101,0.104,25.721,1.784,1.784,91.96,2.998,73.673
4462,04/07/2016 21:00,0.00097,0.01431,0.01554,0.08,0.02094,MS,MS,1.986,11.231,MS,0.096,149.143,-0.00014,-0.00005,0.00812,0.00811,0.135,0.02496,1.737,MS,MS,4.857,251.061,0.435,8.044,8.846,0.129,20.867,1.974,1.974,92.023,4.657,288.729
4463,04/07/2016 22:00,0.00023,0.00774,0.00816,0.083,0.01925,MS,MS,2.282,11.233,MS,6.147,256.322,-0.00015,-0.00019,0.00641,0.00633,0.139,0.01922,2.07,MS,MS,10.377,241.349,0.204,3.706,4.252,0.087,21.083,1.611,1.611,91.52,5.337,287.889
4464,04/07/2016 23:00,0.00047,0.00897,0.00965,0.079,0.01724,MS,MS,2.437,11.143,MS,3.235,285.001,-0.00008,0.00038,0.00758,0.00804,0.127,0.0159,2.033,MS,MS,5.466,270.221,0.219,4.405,4.964,0.092,21.023,1.559,1.559,90.542,5.37,287.668
