89,04/01/2019 16:00,0.0005,0.0031,0.0036,0.133,0.03925,MS,MS,0.651,8.25,29.173,22.769,291.861,0.00092,0.00331,0.00483,0.00814,0.141,0.038,1.003,8.631,28.978,20.905,276.641,0.183,1.53,1.704,0.129,40.901,MS,0.906,29.371,18.735,288.077
90,04/01/2019 17:00,0.00026,0.00551,0.00578,0.147,0.03672,MS,MS,0.885,7,32.382,14.931,303.004,0.00043,0.00108,0.01017,0.01125,0.201,0.03259,1.291,6.937,33.347,8.158,255.211,0.165,3.342,3.498,0.143,38.13,MS,1.566,36.291,11.701,283.473
91,04/01/2019 18:00,0.00028,0.00742,0.0077,0.181,0.03363,MS,MS,1.255,5.208,38.706,4.531,329.364,0.0005,0.00139,0.01924,0.02063,0.298,0.02419,1.6,5.961,34.413,3.314,251.04,0.121,5.77,5.883,0.167,36.149,MS,2.021,38.191,4.426,290.011
92,04/01/2019 19:00,0.00112,0.02211,0.02323,0.282,0.01346,MS,MS,8.696,1.78,57.764,6.996,2.536,0.00005,0.00198,0.01676,0.01874,0.23,0.01824,8.84,2.28,56.652,3.888,82.897,0.857,14.314,15.163,0.227,22.306,MS,11.495,49.678,4.914,75.251
93,04/01/2019 20:00,0.00271,0.02169,0.0244,0.282,0.00637,MS,MS,22.311,-2.736,85.113,10.086,5.201,0.00015,0.00395,0.01671,0.02066,0.223,0.00667,32.473,-3.784,97.252,8.057,66.402,0.917,18.582,19.492,0.281,10.898,MS,24.705,67.411,2.478,76.08
94,04/01/2019 21:00,0.00193,0.02335,0.02529,0.327,0.00486,MS,MS,32.414,-4.414,93.598,5.356,2.968,0.00005,0.00219,0.01726,0.01945,0.229,0.00768,36.543,-4.78,100.1,5.095,103.171,1.257,16.046,17.297,0.254,9.206,MS,30.162,79.267,2.459,124.207
95,04/01/2019 22:00,0.00259,0.02337,0.02596,0.318,0.00381,MS,MS,29.838,-5.198,98.001,2.925,357.792,-0.00003,0.00036,0.01264,0.013,0.198,0.01037,27.455,-5.726,100.1,3.248,136.068,1.538,15.547,17.08,0.252,8.115,MS,26.198,91.151,6.423,94.95
96,04/01/2019 23:00,0.00321,0.02584,0.02905,0.34,0.002,MS,MS,27.239,-5.67,98.686,1.479,100.003,0.00005,0.00076,0.01667,0.01743,0.212,0.00586,25.32,-6.251,100.1,4.3,135.734,1.62,18.861,20.475,0.263,6.024,MS,17.096,93.134,4.475,80.893
97,05/01/2019 0:00,0.01379,0.0276,0.0414,0.406,0.00033,MS,MS,23.468,-6.042,97.89,1.335,133.346,0.00007,0.00126,0.01861,0.01987,0.215,0.00537,24.893,-6.494,100.1,1.359,133.557,2.834,25.75,28.58,0.293,3.525,MS,14.73,93.595,2.885,112.535
98,05/01/2019 1:00,0.01583,0.02713,0.04295,0.389,0.00015,MS,MS,21.704,-6.458,97.988,0.938,102.412,0.00004,0.00658,0.02626,0.03285,0.23,0.0008,24.472,-6.555,100.1,1.26,64.179,9.067,30.143,39.207,0.337,1.066,MS,14.229,93.738,0.417,90.11
99,05/01/2019 2:00,0.03259,0.02921,0.06181,0.422,0.00027,MS,MS,22.31,-6.801,98.204,3.19,143.443,Z,Z,Z,Z,Z,Z,22.973,-7.742,100.1,4.099,120.548,14.441,29.096,43.533,0.375,0.394,MS,9.08,93.368,1.53,263.478
100,05/01/2019 3:00,0.01372,0.02598,0.03969,0.305,0.00257,MS,MS,21.705,-7.372,99.161,4.057,97.175,-0.00012,0.00451,0.0194,0.02391,0.203,0.00575,10.193,-8.282,100.1,3.643,40.895,3.431,26.201,29.63,0.276,3.656,MS,11.337,93.523,4.454,144.634
101,05/01/2019 4:00,0.00131,0.0194,0.02071,0.248,0.00508,MS,MS,22.521,-7.929,98.829,0.738,103.18,-0.00002,0.00272,0.02373,0.02645,0.221,0.00325,15.186,-8.287,100.1,1.137,93.802,10.057,29.921,39.976,0.323,0.757,MS,12.107,93.186,3.368,114.53
102,05/01/2019 5:00,0.00062,0.0181,0.01872,0.213,0.00739,MS,MS,18.648,-8.238,98.564,4.898,60.958,0.00001,0.00192,0.01779,0.01972,0.192,0.00724,16.384,-8.66,100.1,5.162,52.704,9.731,28.819,38.548,0.266,0.596,MS,13.683,92.655,3.195,73.981
103,05/01/2019 6:00,0.00091,0.02091,0.02181,0.215,0.00453,MS,MS,17.901,-8.284,98.167,0.064,119.609,-0.00006,0.00048,0.01511,0.01559,0.175,0.01024,16.103,-8.281,100.1,0.911,85.78,4.469,26.927,31.396,0.244,0.959,MS,13.363,92.456,2.509,173.489
104,05/01/2019 7:00,0.00121,0.01938,0.02059,0.214,0.00682,MS,MS,17.249,-8.391,98.216,3.019,119.127,-0.00016,0.00033,0.01559,0.01591,0.176,0.01087,17.088,-8.208,100.1,3.055,151.818,13.141,28.393,41.533,0.281,0.283,MS,12.051,92.405,1.811,98.225
105,05/01/2019 8:00,0.00733,0.0272,0.03452,0.248,0.00131,MS,MS,20.819,-8.05,98.42,1.401,165.984,-0.0001,0.00105,0.01935,0.0204,0.201,0.00627,18.683,-8.317,100.1,2.499,236.417,10.452,28.392,38.855,0.277,0.245,MS,8.912,92.26,2.114,355.563
106,05/01/2019 9:00,0.01269,0.02792,0.04061,0.269,0.00061,MS,MS,23.751,-7.924,98.517,1.577,114.866,0.00005,0.00624,0.02476,0.03102,0.234,0.001,28.046,-8.131,100.1,0.934,180.862,26.81,30.76,57.577,0.338,0.499,MS,8.623,92.384,2.654,303.769
107,05/01/2019 10:00,0.03794,0.02941,0.06735,0.384,0.00199,MS,MS,24.879,-7.709,98.674,2.93,147.938,-0.00004,0.00956,0.02172,0.03129,0.249,0.0036,27.296,-8.198,100.1,3.255,132.834,30.323,29.568,59.895,0.369,2.186,MS,9.144,92.497,2.71,282.444
108,05/01/2019 11:00,0.04442,0.02977,0.07418,0.448,0.00398,MS,MS,26.434,-6.897,99.334,3.077,122.852,0,0.01305,0.01875,0.03181,0.243,0.00655,23.135,-7.741,100.1,3.963,128.204,22.91,25.7,48.613,0.334,4.632,MS,12.041,92.371,1.91,258.264
109,05/01/2019 12:00,0.02839,0.02228,0.05068,0.399,0.00873,MS,MS,21.452,-6.569,99.587,3.466,105.315,0,0.01057,0.01224,0.02281,0.192,0.01147,14.018,-7.38,100.1,4.477,120.525,33.625,26.411,60.03,0.381,7.054,MS,15.573,89.938,1.279,157.579
110,05/01/2019 13:00,0.0141,0.01521,0.02931,0.321,0.01218,MS,MS,15.975,-6.003,98.991,5.19,114.321,0.00011,0.01244,0.01413,0.02657,0.204,0.01016,15.222,-6.81,100.1,5.678,100.247,44.376,31.349,75.703,0.5,6.241,MS,19.063,80.845,3.642,140.133
111,05/01/2019 14:00,0.00718,0.01067,0.01784,0.215,0.01434,MS,MS,12.988,-7.24,97.164,7.64,106.583,-0.00005,0.00658,0.01144,0.01802,0.198,0.01189,15.26,-7.685,100.1,7.471,88.709,44.929,30.482,75.444,0.452,5.876,MS,21.216,82.257,6.832,106.406
112,05/01/2019 15:00,0.00506,0.00926,0.01431,0.222,0.0147,MS,MS,11.259,-7.736,99.208,7.399,118.361,-0.00006,0.00378,0.00865,0.01244,0.182,0.0138,9.911,-7.983,100.1,7.612,110.694,16.115,17.939,34.048,0.286,9.886,MS,13.116,81.294,6.743,99.102
113,05/01/2019 16:00,0.00274,0.0107,0.01344,0.217,0.01284,MS,MS,9.593,-7.752,99.891,6.286,116.059,-0.00009,0.00164,0.00829,0.00993,0.157,0.01338,9.644,-7.485,100.1,6.103,120.295,13.973,21.191,35.164,0.283,5.695,MS,13.237,85.25,6.922,114.631
114,05/01/2019 17:00,0.00126,0.0117,0.01296,0.233,0.01211,MS,MS,8.902,-7.185,99.885,5.087,114.477,-0.00001,0.00118,0.01082,0.012,0.152,0.01154,8.11,-7.043,100.1,5.428,121.369,10.122,23.378,33.499,0.281,2.261,MS,11.446,91.894,4.425,123.028
115,05/01/2019 18:00,0.00098,0.01369,0.01467,0.211,0.00943,MS,MS,9.008,-7.005,99.942,4.958,139.531,-0.00013,0.00043,0.01351,0.01394,0.153,0.00746,7.938,-6.963,100.1,6.715,129.094,9.586,25.811,35.396,0.302,0.419,MS,10.407,92.952,4.094,157.632
116,05/01/2019 19:00,0.00102,0.01353,0.01455,0.202,0.00852,MS,MS,9.656,-6.865,100,5.515,144.078,-0.00001,0.00046,0.01242,0.01288,0.152,0.00799,7.935,-6.635,100.1,6.2,123.498,3.21,23.639,26.849,0.263,1.647,MS,7.78,93.13,8.115,151.301
117,05/01/2019 20:00,0.00091,0.01393,0.01483,0.189,0.008,MS,MS,10.337,-6.733,100,5.476,139.424,-0.00013,0.00034,0.00766,0.008,0.153,0.01166,6.37,-6.708,100.1,6.489,120.642,1.991,20.563,22.554,0.235,2.551,MS,7.558,93.504,7.363,147.595
118,05/01/2019 21:00,0.00079,0.01412,0.01491,0.188,0.00747,MS,MS,11.418,-6.438,100,4.398,125.609,-0.00006,0.00019,0.00458,0.00477,0.148,0.0137,6.213,-6.651,100.1,6.533,121.162,7.802,23.408,31.21,0.245,0.66,MS,9.354,93.695,5.111,136.876
119,05/01/2019 22:00,0.00083,0.01283,0.01365,0.181,0.0078,MS,MS,10.438,-6.236,100,4.937,132.231,-0.00017,0.00021,0.00642,0.00663,0.145,0.01134,7.849,-6.448,100.1,5.296,120.167,2.368,19.312,21.68,0.22,3.393,MS,5.782,93.845,5.407,154.284
120,05/01/2019 23:00,0.00067,0.01319,0.01386,0.183,0.00662,MS,MS,10.114,-6.048,100,2.793,118.936,-0.00011,0.00013,0.00486,0.00499,0.145,0.01151,7.678,-6.168,100.1,3.21,115.535,0.523,14.429,14.952,0.199,6.258,MS,5.083,94.013,5.025,150.679
121,06/01/2019 0:00,0.0009,0.01346,0.01435,0.19,0.00569,MS,MS,10.016,-5.747,100,3.262,155.731,-0.00013,0.00045,0.0072,0.00765,0.159,0.00899,7.589,-5.925,100.1,3.907,116.814,0.424,12.771,13.195,0.187,6.333,MS,9.149,94.169,3.76,152.975
122,06/01/2019 1:00,0.0009,0.01275,0.01364,0.188,0.00504,MS,MS,9.75,-5.699,100,4.145,158.418,-0.00009,0.00019,0.00511,0.0053,0.139,0.00931,7.083,-5.737,100.1,4.954,144.577,0.842,16.05,16.893,0.206,2.808,MS,9.967,94.264,1.229,199.173
123,06/01/2019 2:00,0.0025,0.0153,0.01778,0.194,0.00208,MS,MS,9.848,-5.582,100,3.001,186.252,Z,Z,Z,Z,Z,Z,8.283,-5.694,100.1,2.626,131.831,1.326,16.554,17.88,0.218,2,MS,12.434,94.3,2.019,216.192
124,06/01/2019 3:00,0.0053,0.01635,0.02165,0.227,0.00099,MS,MS,11.807,-5.372,100,2.26,240.084,-0.00003,0.00165,0.01223,0.01388,0.177,0.0025,10.701,-5.557,100.1,3.634,243.405,2.254,18.476,20.73,0.222,0.778,MS,13.149,94.299,4.764,289.634
125,06/01/2019 4:00,0.00577,0.01695,0.02272,0.233,0.00044,MS,MS,14.009,-5.525,100,2.761,164.119,-0.00005,0.00176,0.01483,0.01659,0.194,0.00059,13.188,-5.7,100.1,1.979,158.152,1.95,13.587,15.537,0.186,3.816,MS,11.835,94.122,6.648,299.485
126,06/01/2019 5:00,0.00767,0.01734,0.025,0.237,0.00048,MS,MS,15.189,-5.972,100,3.04,184.053,-0.00005,0.00278,0.01561,0.01839,0.195,-0.00018,13.648,-6.121,100.1,1.31,139.864,4.907,15.635,20.546,0.193,1.107,MS,14.965,93.869,4.798,289.258
127,06/01/2019 6:00,0.01653,0.01792,0.03446,0.264,0.00016,MS,MS,15.745,-6.03,100,1.328,254.127,0.00006,0.01162,0.01809,0.02971,0.251,-0.00035,15.958,-5.944,100.1,3.822,301.424,7.199,16.435,23.639,0.203,0.245,MS,12.511,93.599,5.699,299.489
128,06/01/2019 7:00,0.03357,0.01982,0.05338,0.308,0.0001,MS,MS,14.73,-5.822,100,0.434,51.097,0.00012,0.01915,0.01937,0.03852,0.27,-0.00051,15.427,-5.717,100.1,3.393,276.759,10.978,17.117,28.101,0.242,0.113,MS,13.494,93.265,5.151,292.372
129,06/01/2019 8:00,0.0452,0.02239,0.06758,0.324,0.00018,MS,MS,13.337,-5.897,100,1.854,289.415,0.00018,0.01571,0.01992,0.03563,0.296,-0.00037,12.507,-5.731,100.1,3.051,298.116,16.009,19.821,35.835,0.235,0.113,MS,9.964,92.498,5.081,299.024
130,06/01/2019 9:00,0.04218,0.02473,0.06691,0.388,0.00029,MS,MS,11.641,-5.359,100,3.404,320.101,0.00012,0.01151,0.02212,0.03363,0.288,0.00034,11.093,-5.168,100.1,3.609,291.953,17.458,21.214,38.682,0.231,0.421,MS,10.128,89.855,7.386,298.039
131,06/01/2019 10:00,0.04143,0.0248,0.06623,0.343,0.00168,MS,MS,10.194,-5.413,100,0.43,188.139,0.00027,0.01556,0.02158,0.03715,0.315,0.00259,11.854,-5.118,100.1,2.508,268.623,19.572,20.862,40.443,0.233,2.462,MS,8.705,86.744,5.655,299.071
132,06/01/2019 11:00,0.06551,0.028,0.09352,0.442,0.0029,MS,MS,10.682,-4.47,99.82,3.441,269.934,0.0005,0.02104,0.02104,0.04208,0.32,0.00528,10.583,-4.361,100.1,4.195,265.706,22.508,19.91,42.423,0.242,4.828,MS,7.155,81.014,5.11,299.814
133,06/01/2019 12:00,0.06462,0.02773,0.09233,0.459,0.00409,MS,MS,10.305,-3.098,100,0.654,354.178,0.00058,0.01695,0.01801,0.03495,0.349,0.0081,8.25,-3.116,100.1,2.793,270.565,29.457,21.934,51.394,0.3,6.095,MS,7.493,75.671,3.37,299.234
134,06/01/2019 13:00,0.07451,0.0294,0.1039,0.571,0.00355,MS,MS,10.807,-1.845,99.437,0.717,3.939,0.00083,0.01662,0.02135,0.03798,0.422,0.00994,6.175,-1.43,98.245,2.702,298.498,29.621,24.843,54.47,0.335,5.796,MS,7.236,70.586,2.846,302.861
135,06/01/2019 14:00,0.07111,0.03124,0.10234,0.646,0.00297,MS,MS,11.43,-0.79,95.003,1.128,292.178,0.00094,0.04444,0.0351,0.07954,0.512,0.00499,8.16,0.001,93.207,2.179,291.329,22.06,22.821,44.896,0.355,6.81,MS,8.021,68.846,3.65,292.919
136,06/01/2019 15:00,0.08287,0.03224,0.11511,0.745,0.00274,MS,MS,13.072,0.582,89.388,1.563,336.801,0.00109,0.05343,0.03605,0.08945,0.695,0.00412,10.698,1.148,88.127,3.143,299.648,5.743,16.143,21.899,0.283,18.272,MS,4.364,55.586,5.364,291.145
137,06/01/2019 16:00,0.0534,0.03146,0.08486,0.578,0.00959,MS,MS,8.734,3.071,63.452,6.089,255.183,0.00072,0.01767,0.02682,0.04445,0.481,0.01114,4.676,3.668,63.536,7.186,262.689,0.804,6.194,7.017,0.167,35.28,MS,1.056,32.355,15.033,277.642
138,06/01/2019 17:00,0.00202,0.01425,0.01627,0.171,0.02797,MS,MS,0.991,4.813,34.011,12.071,257.71,0.00035,0.00181,0.01369,0.0155,0.211,0.0253,0.858,4.83,39.487,9.915,252.643,0.204,5.068,5.28,0.151,36.261,MS,0.559,32.056,13.304,279.621
139,06/01/2019 18:00,0.00256,0.01476,0.01732,0.137,0.02641,MS,MS,0.817,3.65,36.726,13.164,257.485,0.00023,0.00046,0.00524,0.0057,0.139,0.03411,0.067,3.99,35.613,16.736,244.739,0.166,2.998,3.173,0.136,38.391,MS,0.421,37.117,19.608,265.463
140,06/01/2019 19:00,0.00166,0.01132,0.01298,0.121,0.03109,MS,MS,0.577,2.592,39.616,15.541,251.898,0.00019,0.00025,0.00586,0.00611,0.15,0.03373,0.199,2.511,43.65,11.932,245.593,0.113,2.517,2.639,0.129,39.758,MS,0.336,39.534,17.791,262.001
141,06/01/2019 20:00,0.00191,0.01228,0.01417,0.178,0.01956,MS,MS,11.036,-0.644,55.488,12.485,312.174,0.00023,0.00194,0.01282,0.01475,0.202,0.01649,11.715,-1.287,66.591,4.789,70.501,0.05,2.702,2.762,0.128,39.904,MS,0.336,35.617,13.506,272.3
142,06/01/2019 21:00,0.00268,0.01429,0.01697,0.264,0.0037,MS,MS,23.631,-5.759,86.678,11.98,15.132,0.00018,0.00225,0.01356,0.01581,0.218,0.00273,27.888,-5.936,99.135,13.291,44.632,0.106,3.082,3.199,0.128,38.107,MS,1.345,35.162,9.439,268.818
143,06/01/2019 22:00,0.00165,0.01276,0.01441,0.248,0.0054,MS,MS,18.225,-6.233,87.74,12.94,16.087,0.00022,0.00271,0.01347,0.01619,0.221,0.00357,21.547,-6.204,97.67,9.358,48.086,1.112,13.003,14.126,0.217,11.433,MS,19.116,58.327,3.889,74.339
144,06/01/2019 23:00,0.00077,0.01056,0.01133,0.219,0.00786,MS,MS,13.62,-6.142,88.377,7.223,23.992,0.00026,0.00338,0.01384,0.01722,0.203,0.00394,17.22,-6.309,97.979,5.408,76.293,0.749,11.2,11.96,0.22,8.545,MS,18.823,70.175,4.564,48.122
145,07/01/2019 0:00,0.00055,0.01157,0.01211,0.228,0.00708,MS,MS,13.226,-5.969,88.596,4.682,18.618,0.00044,0.00381,0.01411,0.01793,0.202,0.0039,15.689,-6.288,98.515,4.874,51.971,1.191,10.133,11.336,0.208,7.713,MS,15.862,80.889,4.868,60.22
146,07/01/2019 1:00,0.00048,0.00986,0.01034,0.221,0.00917,MS,MS,12.997,-6.088,89.371,8.957,3.808,0.00016,0.00244,0.01213,0.01457,0.206,0.00571,14.998,-6.172,98.469,5.572,26.722,0.727,7.992,8.732,0.2,10.071,MS,10.212,84.096,5.805,8.726
147,07/01/2019 2:00,0.00049,0.01049,0.01098,0.218,0.00823,MS,MS,12.47,-6.557,90.144,4.601,340.069,Z,Z,Z,Z,Z,Z,13.249,-6.197,96.803,5.161,339.981,0.519,8.651,9.184,0.2,10.215,MS,4.495,84.049,3.519,341.969
148,07/01/2019 3:00,0.00122,0.0143,0.01551,0.272,0.00429,MS,MS,11.852,-7.34,92.311,2.23,324.608,0.00031,0.00573,0.02049,0.02621,0.234,0.00087,12.352,-6.588,96.474,3.614,332.983,0.739,10.236,10.988,0.206,8.619,MS,4.468,84.076,4.797,318.738
149,07/01/2019 4:00,0.00305,0.0167,0.01975,0.259,0.00211,MS,MS,12.044,-7.818,92.886,3.217,327.523,0.00034,0.01487,0.02224,0.03711,0.263,-0.00012,12.297,-7.267,97.266,2.734,289.999,3.285,16.779,20.077,0.228,4.641,MS,4.995,85.53,4.359,289.173
150,07/01/2019 5:00,0.0091,0.01949,0.02859,0.263,0.0006,MS,MS,11.903,-8.381,94.101,3.178,320.295,0.00036,0.01817,0.02123,0.0394,0.326,-0.00021,13.953,-8.476,98.886,5.457,274.821,2.959,15.328,18.3,0.229,3.143,MS,6.909,87.671,4.963,286.926
151,07/01/2019 6:00,0.01345,0.01868,0.03215,0.278,0.00105,MS,MS,12.495,-8.8,94.08,1.83,210.951,0.00028,0.01843,0.01991,0.03834,0.29,-0.00029,16.417,-9.771,99.604,5.354,265.831,4.412,16.692,21.116,0.279,1.265,MS,8.953,88.493,2.516,302.72
152,07/01/2019 7:00,0.08306,0.02586,0.10892,0.396,0.00022,MS,MS,13.91,-9.676,93.601,2.171,280.117,0.0003,0.02783,0.02089,0.04872,0.367,-0.00039,17.801,-10.225,99.293,6.7,272.972,9.057,19.247,28.315,0.277,0.67,MS,9.898,89.016,4.071,309.135
153,07/01/2019 8:00,0.08957,0.0384,0.12817,0.636,0.00067,MS,MS,13.218,-9.455,93.461,2.55,322.071,0.00048,0.03811,0.02171,0.05982,0.367,-0.00034,15.379,-10.387,98.814,5.828,266.792,16.43,21.722,38.162,0.372,0.528,MS,7.958,87.935,3.558,289.448
154,07/01/2019 9:00,0.022,0.02134,0.04334,0.399,0.00231,MS,MS,11.73,-8.533,91.93,4.344,320.438,0.00047,0.043,0.0228,0.0658,0.465,-0.0002,16.14,-9.558,97.572,3.539,262.769,26.861,24.279,51.15,0.536,0.844,MS,5.817,87.304,2.315,269.204
155,07/01/2019 10:00,0.01718,0.01947,0.03665,0.377,0.00411,MS,MS,11.125,-7.943,89.008,7.211,327.298,0.00061,0.05492,0.02394,0.07886,0.503,0.00053,15.529,-8.611,96.051,2.858,267.651,25.156,19.955,45.12,0.403,2.285,MS,5.329,86.736,2.884,297.951
156,07/01/2019 11:00,0.00914,0.01442,0.02356,0.288,0.00874,MS,MS,10.163,-7.468,87.072,4.479,359.892,0.0005,0.05256,0.02456,0.07712,0.491,0.00161,15.841,-7.758,94.053,0.812,271.04,12.664,12.556,25.228,0.274,8.031,MS,6.54,85.873,1.838,349.238
157,07/01/2019 12:00,0.00744,0.01184,0.01929,0.262,0.01046,MS,MS,8.826,-7.484,88.371,3.556,50.428,0.00027,0.01845,0.01864,0.03709,0.247,0.00585,9.072,-7.088,92.723,4.594,57.529,2.692,7.27,9.968,0.208,13.623,MS,5.946,83.912,2.754,45.158
158,07/01/2019 13:00,0.00809,0.01109,0.01918,0.268,0.01211,MS,MS,9.721,-7.296,84.498,7.218,6.712,0.00021,0.01672,0.01738,0.0341,0.255,0.00715,8.983,-7.025,90.917,5.749,40.082,3.021,6.739,9.765,0.199,15.539,MS,7.642,81.407,6.048,9.15
159,07/01/2019 14:00,0.00494,0.00842,0.01336,0.24,0.01562,MS,MS,8.712,-7.674,81.795,8.68,354.528,0.00026,0.01231,0.01602,0.02833,0.223,0.00879,6.417,-7.08,87.229,7.828,70.519,2.943,6.523,9.47,0.187,17.135,MS,7.311,79.336,6.865,32.03
160,07/01/2019 15:00,0.00525,0.0101,0.01534,0.242,0.01538,MS,MS,8.275,-7.279,75.813,3.284,20.803,0.00019,0.01072,0.01647,0.02719,0.235,0.00945,8.275,-7.222,83.548,7.57,51.041,2.667,6.682,9.353,0.197,17.827,MS,6.572,75.763,3.47,73.566
161,07/01/2019 16:00,0.00402,0.00981,0.01383,0.234,0.01607,MS,MS,8.196,-6.055,66.514,4.267,346.829,0.00019,0.01052,0.01731,0.02783,0.222,0.00936,8.593,-6.892,78.94,3.181,74.308,1.566,5.542,7.111,0.19,19.691,MS,7.377,63.032,1.973,324.974
162,07/01/2019 17:00,0.00545,0.01624,0.0217,0.354,0.01101,MS,MS,9.642,-6.072,65.538,1.943,205.929,0.00027,0.00621,0.02,0.02621,0.257,0.00601,8.533,-6.921,76.448,2.782,167.363,3.602,15.489,19.094,0.335,10.285,MS,10.702,64.595,2.605,217.22
163,07/01/2019 18:00,0.01449,0.02677,0.04122,0.384,0.00085,MS,MS,11.38,-7.3,74.671,3.309,126.681,0.00011,0.00968,0.02485,0.03453,0.359,0.00086,10.675,-8.039,84.486,3.087,140.059,1.87,14.836,16.707,0.265,15.852,MS,5.744,61.549,4.927,27.719
164,07/01/2019 19:00,0.00638,0.02125,0.02764,0.312,0.00327,MS,MS,9.147,-8.829,78.461,3.632,130.501,0.00018,0.01908,0.02556,0.04464,0.267,0.0012,9.933,-9.209,88.051,4.903,94.897,2.625,21.076,23.71,0.302,10.559,MS,6,62.06,3.262,59.258
165,07/01/2019 20:00,0.02139,0.02574,0.04712,0.504,0.00012,MS,MS,10.347,-9.533,85.344,0.285,126.242,0.00002,0.00225,0.01816,0.02042,0.231,0.00411,9.731,-10.55,93.141,3.011,153.656,24.664,31.479,56.177,0.586,0.987,MS,8.441,70.962,1.031,296.734
166,07/01/2019 21:00,0.03737,0.02921,0.06658,0.426,0.00021,MS,MS,11.731,-9.758,89.105,0.149,190.066,0.00015,0.018,0.02588,0.04387,0.332,0.00068,11.934,-10.199,93.481,1.976,219.238,37.081,32.353,69.454,0.565,0.654,MS,4.762,78.462,2.56,313.68
167,07/01/2019 22:00,0.04642,0.03064,0.07703,0.514,0.00044,MS,MS,12.772,-9.786,86.198,6.982,340.133,0.00051,0.04162,0.02969,0.07131,0.441,0.00014,17.134,-10.008,97.206,3.779,309.487,29.498,31.371,60.812,0.497,2.51,MS,3.552,75.821,5.637,313.23
168,07/01/2019 23:00,0.00383,0.01298,0.0168,0.231,0.01854,MS,MS,5.847,-9.548,68.675,14.433,327.703,0.0002,0.00861,0.02094,0.02954,0.248,0.0134,6.268,-8.804,68.548,13.724,333.036,0.915,11.721,12.627,0.186,18.176,MS,2.199,67.819,8.272,311.686
169,08/01/2019 0:00,0.00036,0.00909,0.00944,0.174,0.02527,MS,MS,4.132,-9.178,60.977,10.297,302.075,0.00004,0.00227,0.0162,0.01846,0.2,0.01786,4.476,-9.098,62.643,7.083,287.648,0.228,8.09,8.316,0.155,23.343,MS,2.287,64.338,8.331,286.554
170,08/01/2019 1:00,0.00021,0.00931,0.00953,0.161,0.02609,MS,MS,3.715,-8.908,60.122,7.784,315.88,-0.00004,0.00397,0.0177,0.02167,0.207,0.01615,4.662,-9.458,70.072,7.597,272.104,0.375,13.709,14.074,0.156,19.939,MS,4.37,65.27,6.401,305.282
171,08/01/2019 2:00,0.00018,0.01216,0.01233,0.16,0.02357,MS,MS,3.97,-9.522,62.382,4.721,321.821,Z,Z,Z,Z,Z,Z,5.683,-9.738,75.588,5.623,251.81,0.35,14.777,15.11,0.172,18.219,MS,6.16,69.821,5.236,296.597
172,08/01/2019 3:00,0.00071,0.02417,0.02488,0.195,0.01079,MS,MS,5.79,-10.392,70.677,2.175,333.276,0.00007,0.00618,0.0292,0.03541,0.222,0.00668,4.87,-10.55,81.547,3.323,248.149,1.1,23.778,24.86,0.181,7.732,MS,6.171,73.843,2.11,333.006
173,08/01/2019 4:00,0.0073,0.03375,0.04104,0.215,0.00173,MS,MS,6.183,-11.29,77.289,1.007,352.209,0.00008,0.00546,0.03251,0.03795,0.212,0.00393,4.53,-11.161,85.693,2.281,233.154,15.796,33.406,49.19,0.218,1.052,MS,6.398,79.575,1.842,292.985
174,08/01/2019 5:00,0.00748,0.03539,0.04287,0.251,0.00137,MS,MS,4.872,-12.318,82.396,3.064,179.882,0.00031,0.01608,0.03379,0.04988,0.214,0.00348,4.552,-12.217,88.328,3.88,232.307,12.833,30.439,43.278,0.196,2.721,MS,3.781,82.001,4.17,291.62
175,08/01/2019 6:00,0.02442,0.03854,0.06297,0.296,0.00031,MS,MS,4.927,-12.8,86.288,1.587,280.615,0.00024,0.02062,0.03518,0.0558,0.241,0.00155,5.377,-12.837,86.98,3.369,263.963,7.914,28.614,36.52,0.19,1.421,MS,3.045,81.266,2.802,292.303
176,08/01/2019 7:00,0.05305,0.04156,0.09461,0.351,0.00026,MS,MS,5.981,-12.819,85.915,0.688,273.122,0.0003,0.02895,0.0372,0.06614,0.337,0.00016,6.188,-13.079,87.278,2.883,267.019,28.455,30.665,59.112,0.259,0.509,MS,3.97,83.101,2.78,285.012
177,08/01/2019 8:00,0.08878,0.04606,0.1348,0.488,0.00032,MS,MS,7.941,-13.195,88.86,3.142,194.638,0.00039,0.05067,0.03958,0.09025,0.434,-0.00002,7.17,-13.271,88.447,2.442,219.108,29.056,31.069,60.116,0.296,0.493,MS,3.757,82.919,2.409,313.479
178,08/01/2019 9:00,0.06088,0.04163,0.10256,0.536,0.00064,MS,MS,9.114,-13.206,86.629,3.134,169.447,0.00079,0.05368,0.03969,0.09336,0.463,0.00044,6.952,-13.38,88.143,3.511,224.571,34.012,32.752,66.755,0.387,1.341,MS,2.579,82.177,3.624,295.389
179,08/01/2019 10:00,0.05247,0.03675,0.08921,0.521,0.0035,MS,MS,8.246,-12.117,80.632,1.783,113.647,0.00058,0.0458,0.03731,0.08312,0.403,0.00369,7.212,-11.763,77.028,2.258,247.614,20.305,25.735,46.029,0.257,5.938,MS,2.022,76.704,4.619,294.65
180,08/01/2019 11:00,0.04337,0.03224,0.07561,0.44,0.01017,MS,MS,8.882,-9.105,65.918,2.689,174.269,0.00052,0.01609,0.02252,0.03861,0.245,0.01538,4.985,-9.416,63.487,3.672,215.055,24.628,21.066,45.683,0.254,9.795,MS,3.431,69.749,3.49,293.748
