89,04/01/2022 16:00,0.00179,0.00722,0.009,-0.002,0.0287,MS,MS,2.344,-24.153,71.31,12.394,352.2,0.0004,0.00936,0.01566,0.02503,C,0.02262,2.729,-23.477,51.934,9.765,348.039,1.467,5.376,6.849,0.132,31.332,MS,0.638,56.814,6.934,337.856
90,04/01/2022 17:00,0.00094,0.016,0.01695,0.06,0.02033,MS,MS,2.842,-24.374,73.457,8.369,342.25,0.00061,0.01058,0.0273,0.03788,C,0.01317,6.067,-23.774,57.785,7.646,349.541,0.989,9.198,10.192,0.155,28.984,MS,0.767,60.569,5.708,333.975
91,04/01/2022 18:00,-0.00043,0.02291,0.02247,0.129,0.01364,MS,MS,3.8,-24.776,74.383,5.976,349.759,0.00036,0.01085,0.03462,0.04548,0.271,0.00629,4.499,-24.078,60.698,5.561,6.72,0.502,18.248,18.755,0.208,20.832,MS,4.445,64.463,3.968,319.794
92,04/01/2022 19:00,0.00038,0.02404,0.02443,0.132,0.01301,MS,MS,4.217,-25.121,73.629,6.2,6.312,0.0004,0.02814,0.04035,0.06849,0.315,0.00407,4.709,-24.666,61.522,4.793,30.218,1.654,29.888,31.549,0.287,10.19,MS,5.208,68.382,0.696,57.69
93,04/01/2022 20:00,0.00026,0.02478,0.02502,0.129,0.01111,MS,MS,4.307,-25.587,73.921,4.051,16.7,0.00034,0.03215,0.04055,0.07272,0.294,0.00163,5.108,-25.925,64.476,3.495,66.034,2.404,26.494,28.878,0.234,14.1,MS,3.207,69.064,3.534,80.626
94,04/01/2022 21:00,0.01322,0.03482,0.04804,0.246,0.00184,MS,MS,8.345,-26.322,77.978,3.152,71.368,0.00037,0.01245,0.0313,0.04374,0.206,0.00624,3.055,-26.381,69.523,6.021,43.718,2.107,17.748,19.869,0.178,19.216,MS,1.966,69.141,4.991,63.757
95,04/01/2022 22:00,0.00565,0.02641,0.0321,0.187,0.00874,MS,MS,5.322,-26.425,78.724,5.423,21.709,0.00025,0.01058,0.02827,0.03886,0.198,0.00787,4.263,-26.838,70.848,7.395,38.701,1.121,18.109,19.247,0.185,17.905,MS,2.678,70.74,2.489,22.543
96,04/01/2022 23:00,0.00377,0.02919,0.03294,0.183,0.00706,MS,MS,4.113,-26.382,76.717,5.348,359.31,0.00018,0.00507,0.0244,0.02947,0.178,0.01078,2.841,-26.788,69.183,5.825,38.18,0.424,10.848,11.282,0.164,24.386,MS,0.54,70.381,4.616,34.611
97,05/01/2022 0:00,-0.00003,0.02686,0.02683,0.183,0.00848,MS,MS,3.936,-26.287,76.503,4.693,3.139,0.00019,0.00818,0.02498,0.03316,0.202,0.00956,2.638,-26.915,69.861,7.019,45.271,0.34,8.641,8.986,0.154,25.168,MS,0.63,70.678,6.271,31.233
98,05/01/2022 1:00,-0.00087,0.02395,0.02307,0.193,0.01116,MS,MS,4.328,-26.214,76.107,5.289,355.262,0.00018,0.00492,0.02266,0.02759,0.19,0.01225,2.682,-26.837,69.789,6.783,43.85,0.3,9.414,9.714,0.152,24.537,MS,0.824,70.506,4.569,19.039
99,05/01/2022 2:00,-0.00086,0.02384,0.02298,0.197,0.01144,MS,MS,4.663,-26.163,75.429,5.296,2.453,Z,Z,Z,Z,Z,Z,2.432,-26.774,69.892,5.049,42.369,0.344,8.38,8.723,0.148,25.759,MS,0.131,69.967,5.167,23.471
100,05/01/2022 3:00,-0.00129,0.01346,0.01217,0.169,0.02041,MS,MS,3.635,-26.29,75.519,6.673,349.445,0.00024,0.00436,0.02265,0.02701,0.193,0.01162,2.217,-26.821,70.097,4.809,48,0.356,8.782,9.137,0.149,24.498,MS,0.141,70.175,6.024,31.788
101,05/01/2022 4:00,Z,Z,Z,Z,Z,MS,MS,3.643,-26.432,75.604,6.103,3.461,0.00022,0.00413,0.02074,0.02488,0.191,0.0123,2.66,-26.673,68.085,1.754,89.853,Z,Z,Z,Z,Z,MS,0.391,70.569,3.948,22.219
102,05/01/2022 5:00,-0.00123,0.01079,0.00955,0.18,0.02223,MS,MS,3.548,-26.519,75.522,8.13,357.45,0.00023,0.00393,0.02596,0.02989,0.191,0.00713,3.709,-26.631,66.296,1.745,155.573,0.842,17.589,18.43,0.202,16.596,MS,0.843,71.292,3.918,324.655
103,05/01/2022 6:00,-0.00118,0.01049,0.00931,0.173,0.02167,MS,MS,3.705,-26.304,75.167,9.108,344.106,0.00032,0.00805,0.033,0.04105,0.268,0.00307,4.106,-26.509,69.265,1.853,247.368,0.429,10.317,10.746,0.188,22.799,MS,0.835,70.588,5.943,345.185
104,05/01/2022 7:00,-0.00126,0.01028,0.00903,0.185,0.02094,MS,MS,4.08,-26.204,75.353,9.413,337.575,0.00069,0.00404,0.02469,0.02873,0.217,0.01108,6.398,-25.798,68.855,6.751,341.431,0.672,9.248,9.921,0.209,23.469,MS,0.708,70.055,6.087,342.49
105,05/01/2022 8:00,-0.00091,0.01174,0.01083,0.193,0.01913,MS,MS,4.195,-26.015,74.955,9.03,333.582,0.00096,0.00675,0.02689,0.03364,0.23,0.00899,6.854,-25.735,68.895,7.8,347.67,0.548,10.109,10.658,0.237,22.477,MS,0.84,69.15,5.814,349.613
106,05/01/2022 9:00,-0.00002,0.01681,0.01679,0.22,0.01428,MS,MS,6.185,-25.576,75.453,6.823,330.995,0.00057,0.00832,0.02717,0.03548,0.246,0.00819,5.53,-25.641,67.597,5.288,320.114,0.559,10.299,10.859,0.259,22.326,MS,1.257,68.432,5.66,353.688
107,05/01/2022 10:00,C,C,C,0.224,0.01863,MS,MS,7.112,-25.167,75.202,6.959,327.459,0.00056,0.01252,0.02515,0.03767,0.266,0.01114,6.582,-25.233,67.3,4.827,320.739,1.441,9.67,11.114,0.271,23.291,MS,1.773,67.296,4.399,358.457
108,05/01/2022 11:00,C,C,C,0.214,0.0224,MS,MS,7.093,-24.939,73.627,6.947,352.528,0.00062,C,C,C,0.268,0.01536,6.543,-24.448,64.433,3.051,342.416,3.293,9.433,12.729,C,22.601,MS,2.645,65.464,4.385,31.169
109,05/01/2022 12:00,C,C,C,0.238,0.02398,MS,MS,7.625,-24.514,72.86,6.832,350.466,0.00058,C,C,C,0.267,0.01744,6.053,-23.866,62.281,3.487,35.256,3.591,7.848,11.443,C,24.007,MS,3.278,62.92,3.744,40.443
110,05/01/2022 13:00,C,C,C,0.231,0.02608,MS,MS,7.513,-23.666,71.561,4.38,11.148,0.00061,C,C,C,0.28,0.01619,5.889,-23.702,60.312,3.586,57.531,3.749,7.556,11.31,C,25.157,MS,M,61.55,3.795,36.845
111,05/01/2022 14:00,C,C,C,0.243,C,MS,MS,7.801,-23.983,72.548,3.585,104.174,0.00074,C,C,C,0.2,0.0215,4.457,-24.428,63.449,6.734,120.765,4.473,9.182,13.657,C,24.593,MS,M,61.505,3.117,76.693
112,05/01/2022 15:00,C,C,C,0.213,C,MS,MS,7.307,-24.429,74.235,6.261,120.581,0.00117,C,C,C,0.186,0.02227,4.879,-24.745,64.852,6.539,116.011,5.446,12.146,17.597,C,22.125,MS,6.241,63.012,5.622,80.434
113,05/01/2022 16:00,0.00727,0.01438,0.02165,0.208,C,MS,MS,8.081,-24.897,73.877,7.003,111.97,0.00109,C,C,C,0.187,C,4.415,-25.427,66.259,7.691,132.974,12.485,23.946,36.435,C,13.843,MS,9.637,65.192,5.537,137.517
114,05/01/2022 17:00,0.00443,0.01992,0.02435,0.227,C,MS,MS,7.65,-25.724,75.183,5.826,112.97,0.00081,0.00563,0.01891,0.02452,0.204,C,4.995,-26.172,68.072,6.532,123.863,14.837,34.573,49.41,0.096,4.431,MS,12.751,69.204,6.778,155.563
115,05/01/2022 18:00,0.01305,0.03148,0.04453,0.394,C,MS,MS,9.532,-26.141,77.575,4.289,133.32,0.00048,0.00624,0.02643,0.03266,0.243,C,6.197,-27.397,72.248,5.713,127.244,9.048,37.596,46.648,0.118,0.935,MS,11.733,73.014,6.591,151.73
116,05/01/2022 19:00,0.01952,0.03876,0.05828,0.327,C,MS,MS,10.573,-26.583,78.609,3.639,111.545,0.00034,0.00896,0.02943,0.0384,0.225,0.00362,6.257,-27.643,73.004,4.565,125.365,4.727,35.221,39.958,0.114,2.612,MS,8.619,74.646,6.274,150.549
117,05/01/2022 20:00,0.02424,0.03976,0.064,0.327,C,MS,MS,10.702,-26.973,78.193,4.326,110.21,0.00025,0.00907,0.03022,0.03929,0.223,0.00413,6.658,-28.513,72.143,5.599,122.495,2.2,31.249,33.457,0.111,5.988,MS,7.843,74.665,6.536,143.383
118,05/01/2022 21:00,0.01745,0.03897,0.05641,0.296,C,MS,MS,9.674,-27.427,77.187,4.023,108.181,0.00026,0.01843,0.03172,0.05015,0.193,0.00457,6.637,-29.312,72.837,4.012,123.702,3.485,34.665,38.159,0.139,3.731,MS,10.05,74.589,5.977,141.639
119,05/01/2022 22:00,0.01343,0.03706,0.05048,0.28,C,MS,MS,11.277,-28.129,76.237,4.831,103.481,0.00021,0.01487,0.03553,0.05041,0.241,0.00091,9.343,-29.497,71.65,2.798,123.032,4.059,34.736,38.805,0.152,3.705,MS,10.597,74.314,6.529,141.213
120,05/01/2022 23:00,0.01289,0.03547,0.04836,0.264,C,MS,MS,9.846,-28.884,75.114,4.541,115.065,0.00017,0.00455,0.02598,0.03054,0.232,0.00687,12.01,-30.441,70.856,3.658,126.828,3.637,33.165,36.813,0.163,4.378,MS,12.627,73.993,6.656,149.799
121,06/01/2022 0:00,0.03168,0.04024,0.07192,0.326,C,MS,MS,12.352,-28.846,74.744,3.775,111.631,0.00007,0.00194,0.02421,0.02615,0.217,0.00729,10.038,-30.312,70.192,2.33,120.706,1.595,27.972,29.579,0.157,8.305,MS,12.523,73.609,5.621,152.402
122,06/01/2022 1:00,0.03798,0.04175,0.07973,0.353,C,MS,MS,12.938,-29.026,74.057,2.032,125.326,0.00009,0.00486,0.02747,0.03233,0.222,0.0037,10.695,-30.382,69.099,2.575,126.543,5.14,32.417,37.569,0.182,4.611,MS,13.527,73.289,3.392,183.297
123,06/01/2022 2:00,0.04244,0.04108,0.08352,0.339,C,MS,MS,14.597,-29.202,73.719,3.943,115.197,Z,Z,Z,Z,Z,Z,12.742,-31.158,68.536,4.574,115.449,4.723,32.842,37.577,0.208,4.232,MS,13.386,73.211,6.57,148.694
124,06/01/2022 3:00,0.02573,0.03714,0.06287,0.303,C,MS,MS,16.926,-28.813,74.262,3.258,160.484,0.00014,0.0039,0.02505,0.02895,0.204,0.00539,12.493,-31.461,69.844,4.5,124.467,1.736,25.6,27.349,0.188,9.428,MS,11.695,73.244,8.743,160.466
125,06/01/2022 4:00,Z,Z,Z,Z,C,MS,MS,18.657,-28.511,74.919,7.905,171.513,0.00014,0.00159,0.02233,0.02392,0.209,0.00807,13.394,-30.792,70.773,5.284,136.662,Z,Z,Z,Z,Z,MS,11.162,73.054,9.418,162.481
126,06/01/2022 5:00,0.00418,0.02822,0.03239,0.233,C,MS,MS,14.369,-28.434,74.814,6.403,183.919,0.00018,0.00046,0.0147,0.01516,0.197,0.01638,15.53,-29.004,73.855,8.924,151.96,0.55,21.894,22.458,0.178,12.481,MS,15.055,72.991,8.351,152.893
127,06/01/2022 6:00,0.00028,0.02013,0.02041,0.204,C,MS,MS,14.023,-27.863,75.726,6.405,181.332,0.00021,0.00066,0.01619,0.01686,0.2,0.01411,16.352,-28.682,73.755,6.534,141.335,0.607,20.615,21.237,0.18,12.969,MS,15.029,73.202,9.185,152.483
128,06/01/2022 7:00,0.01477,0.0317,0.04647,0.242,C,MS,MS,16.834,-27.612,76.17,7.847,165.829,0.00016,0.00145,0.01634,0.01779,0.212,0.01314,16.033,-28.978,73.009,5.708,118.449,0.467,16.424,16.9,0.172,17.819,MS,11.519,73.488,8.043,159.378
129,06/01/2022 8:00,0.02026,0.0351,0.05534,0.288,C,MS,MS,16.138,-27.618,75.983,6.744,162.847,0.00015,0.00066,0.01303,0.0137,0.21,0.01698,15.636,-28.254,74.336,6.043,135.518,0.651,21.511,22.176,0.196,14.1,MS,11.194,73.563,7.397,147.34
130,06/01/2022 9:00,0.00543,0.02571,0.03112,0.228,C,MS,MS,22.53,-27.368,76.425,6.572,164.035,0.00019,0.00131,0.01298,0.01428,0.198,0.01771,13.4,-27.723,75.097,5.356,124.896,1.927,24.015,25.959,0.214,12.164,MS,14.145,73.609,7.051,145.755
131,06/01/2022 10:00,0.01131,0.024,0.0353,0.233,C,MS,MS,14.857,-27.213,76.674,5.522,116.888,C,0.00482,0.01493,0.01973,0.191,0.01638,12.23,-27.498,75.202,5.236,128.608,5.87,24.695,30.585,0.249,12.201,MS,16.204,73.727,7.697,145.501
132,06/01/2022 11:00,0.01107,0.01717,0.02824,0.21,C,MS,MS,13.111,-26.991,77.122,6.943,116.817,C,0.00388,0.00948,0.01337,0.184,0.02174,10.92,-27.195,75.528,5.659,130.594,9.068,21.616,30.694,0.242,14.988,MS,15.542,73.745,6.834,155.545
133,06/01/2022 12:00,0.01092,0.01377,0.02469,0.202,C,MS,MS,14.192,-26.51,78.004,7.187,124.583,C,0.00402,0.00762,0.01164,0.168,0.02346,10.753,-26.557,76.648,6.388,126.079,C,C,C,0.233,15.077,MS,15.426,73.929,7.033,157.991
134,06/01/2022 13:00,0.0096,0.01456,0.02417,0.227,Z,MS,MS,C,-25.956,78.934,6.924,162.807,C,0.00437,0.00656,0.01094,0.176,0.02454,9.322,-25.983,77.647,8.838,134.839,C,C,C,0.214,18.305,MS,14.238,74.026,7.81,148.392
135,06/01/2022 14:00,0.01058,0.01277,0.02335,0.226,0.01946,MS,MS,C,-25.617,79.65,7.264,153.525,-0.00001,0.00435,0.00688,0.01123,0.165,0.02376,9.423,-25.702,77.939,7.976,126.971,C,C,C,0.224,16.078,MS,15.521,74.472,8.352,146.151
136,06/01/2022 15:00,0.00909,0.01343,0.02252,0.218,0.01864,MS,MS,16.246,-25.305,80.284,8.035,154.4,-0.00004,0.00302,0.00823,0.01125,0.169,0.01938,M,-25.101,79.362,7.733,130.019,C,C,C,0.199,16.766,MS,13.999,74.808,7.334,157.735
137,06/01/2022 16:00,0.00738,0.01465,0.02203,0.222,0.01725,MS,MS,13.387,-24.633,81.687,6.881,162.691,-0.00007,0.00147,0.00637,0.00783,0.164,0.02074,12.115,-24.222,79.821,9.285,157.322,C,C,C,0.2,15.406,MS,13.071,75.037,7.292,145.453
138,06/01/2022 17:00,0.00311,0.01598,0.01909,0.235,0.01663,MS,MS,14.227,-24.129,82.769,7.934,176.548,-0.00007,0.00141,0.00814,0.00954,0.166,0.02268,14.193,-24.145,78.614,10.322,152.119,C,C,C,0.244,12.493,MS,16.101,75.436,6.757,151.639
139,06/01/2022 18:00,0.00155,0.01547,0.01702,0.242,0.01469,MS,MS,14.509,-24.13,82.42,7.018,176.934,-0.00004,0.00089,0.01078,0.01167,0.186,0.02003,18.324,-24.428,76.669,9.412,154.458,1.59,23.617,25.217,0.231,9.179,MS,18.867,75.703,5.108,158.885
140,06/01/2022 19:00,0.001,0.02211,0.02311,0.243,0.00895,MS,MS,16.897,-24.378,81.724,6.245,164.597,-0.00001,0.00077,0.01058,0.01135,0.179,0.02004,17.795,-24.743,77.24,8.928,149.845,1.193,21.105,22.307,0.217,11.235,MS,15.778,75.567,5.777,157.847
141,06/01/2022 20:00,0.00073,0.02198,0.02271,0.22,0.00955,MS,MS,17.617,-24.468,81.794,6.33,164.215,0.00002,0.0007,0.01143,0.01213,0.18,0.01883,16.3,-24.797,77.955,6.807,150.237,0.594,20.35,20.953,0.204,12.052,MS,14.475,75.367,6.011,149.652
142,06/01/2022 21:00,-0.00053,0.01822,0.01768,0.208,0.01254,MS,MS,14.071,-24.364,81.922,5.877,179.483,0.00001,0.00052,0.01402,0.01454,0.198,0.01585,15.683,-24.296,78.298,4.649,150.349,2.797,24.865,27.671,0.215,8.449,MS,15.618,75.504,4.118,183.702
143,06/01/2022 22:00,-0.00061,0.01353,0.01293,0.196,0.0167,MS,MS,12.823,-23.925,82.127,5.44,172.773,0.00002,0.00076,0.01517,0.01593,0.197,0.01441,16.031,-23.968,79.176,4.964,123.05,2.744,27.209,29.962,0.213,6.902,MS,15.918,75.699,2.237,202.791
144,06/01/2022 23:00,0.00193,0.02567,0.02759,0.225,0.00513,MS,MS,13.596,-23.846,83.057,4.981,129.109,0.00003,0.00051,0.01,0.0105,0.165,0.01933,14.234,-24.183,78.858,6.751,119.871,2.26,29.133,31.402,0.231,5.73,MS,17.309,75.997,2.723,186.102
145,07/01/2022 0:00,0.0044,0.02834,0.03274,0.233,0.00331,MS,MS,15.048,-23.659,84.278,4.526,138.191,0.00006,0.0004,0.00871,0.00912,0.166,0.02012,13.148,-24.048,81.453,6.524,121.796,4.134,29.114,33.255,0.223,5.763,MS,17.391,76.199,3.547,176.049
146,07/01/2022 1:00,0.00121,0.0235,0.02471,0.212,0.00662,MS,MS,11.842,-23.816,84.419,4.796,109.626,0.00011,0.0004,0.0078,0.00819,0.156,0.02109,13.087,-24.347,85.583,6.036,118.334,1.802,26.91,28.721,0.212,7.441,MS,17.088,76.177,3.321,177.046
147,07/01/2022 2:00,0.00093,0.02438,0.02531,0.209,0.00585,MS,MS,11.661,-23.984,84.461,5.645,107.476,Z,Z,Z,Z,Z,Z,12.936,-24.353,87.084,5.387,114.879,1.837,27.87,29.713,0.209,7.326,MS,13.845,76.435,5.491,150.148
148,07/01/2022 3:00,-0.00025,0.01396,0.01371,0.175,0.01613,MS,MS,9.36,-24.203,84.211,5.612,110.653,0.00018,0.00311,0.01872,0.02183,0.181,0.01104,12.179,-24.436,86.032,4.903,108.456,6.354,29.185,35.541,0.201,7.246,MS,29.612,76.645,4.478,141.706
149,07/01/2022 4:00,Z,Z,Z,Z,Z,MS,MS,8.134,-24.129,84.387,3.865,110.034,0.0002,0.00493,0.02146,0.02639,0.176,0.00968,8.298,-24.302,86.462,3.566,93.685,Z,Z,Z,Z,Z,MS,13.174,76.739,4.744,151.349
150,07/01/2022 5:00,-0.00085,0.01455,0.0137,0.192,0.01601,MS,MS,8.568,-23.554,85.669,1.506,107.831,0.00022,0.01309,0.0313,0.04439,0.225,0.00232,9.029,-23.444,86.588,2.026,53.99,6.03,32.287,38.315,0.202,3.635,MS,11.544,76.852,1.456,80.81
151,07/01/2022 6:00,0.00003,0.02166,0.02168,0.218,0.00853,MS,MS,8.94,-22.666,87.382,1.576,58.705,0.00021,0.01408,0.03308,0.04716,0.239,0.00192,11.142,-23.036,86.869,2.966,39.58,5.97,33.042,39.014,0.212,2.653,MS,10.978,77.089,1.951,13.704
152,07/01/2022 7:00,0.0052,0.02976,0.03495,0.282,0.00277,MS,MS,9.498,-22.112,88.568,7,14.385,0.00015,0.00647,0.02483,0.03129,0.207,0.00708,9.46,-22.705,88.003,6.694,25.511,4.778,32.167,36.95,0.21,2.698,MS,10.573,77.14,6.096,32.76
153,07/01/2022 8:00,0.00491,0.02898,0.03389,0.27,0.00272,MS,MS,11.452,-22.017,87.264,10.554,346.049,0.00022,0.01655,0.03146,0.04801,0.254,0.0019,10.392,-22.051,89.03,6.245,23.119,2.456,25.888,28.353,0.205,5.784,MS,13.645,76.556,7.442,10.478
154,07/01/2022 9:00,0.00222,0.01838,0.02061,0.226,0.01161,MS,MS,10.381,-22.714,86.009,13.055,354.058,0.0002,0.01494,0.02654,0.04148,0.23,0.00613,10.942,-22.323,87.213,8.85,19.194,1.763,17.75,19.52,0.175,11.406,MS,10.96,75.777,9.546,3.496
155,07/01/2022 10:00,0.00286,0.01079,0.01365,0.201,0.01819,MS,MS,10.709,-23.177,84.563,15.909,351.849,0.00034,0.01468,0.02121,0.03589,0.243,0.01088,17.111,-22.665,80.488,12.957,354.27,3.584,14.053,17.633,0.174,C,MS,10.052,74.887,9.378,353.585
156,07/01/2022 11:00,0.00543,0.00924,0.01467,0.214,0.01962,MS,MS,12.272,-23.114,81.614,15.372,350.005,0.00053,0.01538,0.01795,0.03333,0.25,0.01416,22.729,-22.548,76.188,13.256,343.671,5.959,13.435,19.394,0.19,C,MS,11.454,72.357,8.103,351.217
157,07/01/2022 12:00,0.00989,0.0095,0.0194,0.223,0.01927,MS,MS,13.594,-22.523,80.352,17.877,342.815,0.00044,0.01676,0.01565,0.03241,0.25,0.01549,21.16,-22.199,73.618,13.915,337.877,7.13,11.966,19.095,0.193,C,MS,13.878,70.684,10.403,344.329
158,07/01/2022 13:00,0.00794,0.00741,0.01535,0.233,0.02149,MS,MS,25.591,-22.133,79.321,17.402,337.43,0.00053,0.01757,0.015,0.03257,0.259,0.01611,26.949,-21.719,70.706,12.747,336.224,6.762,11.173,17.933,0.24,C,MS,32.158,71.539,9.481,350.077
159,07/01/2022 14:00,0.00921,0.00889,0.0181,0.281,0.02085,MS,MS,33.806,-21.898,79.841,12.08,353.151,0.0005,0.01738,0.01528,0.03265,0.285,0.01683,39.277,-21.228,71.591,9.999,338.282,6.793,13.598,20.388,0.384,C,MS,103.464,72.375,8.509,349.916
160,07/01/2022 15:00,0.00747,0.01226,0.01972,0.389,0.02218,MS,MS,93.46,-21.799,78.378,13.91,358.774,0.00065,0.01494,0.01936,0.03431,0.412,0.01681,120.37,-21.187,71.177,12.091,345.847,5.161,15.094,20.251,0.425,22.426,MS,107.668,67.975,12.402,353.412
161,07/01/2022 16:00,0.00438,0.01569,0.02006,0.515,0.02384,MS,MS,120.468,-21.815,75.921,16.003,350.314,0.00104,0.01118,0.02271,0.03386,0.504,0.01731,125.913,-21.242,66.398,13.3,350.681,3.79,16.808,20.593,0.46,21.927,MS,99.973,67.076,9.972,350.114
162,07/01/2022 17:00,0.0019,0.01639,0.01829,0.409,0.0175,MS,MS,49.296,-22.258,75.4,15.567,354.098,0.00077,0.00943,0.02479,0.03421,0.479,0.01211,75.384,-21.627,66.921,13.559,352.806,2.991,19.555,22.541,0.382,15.433,MS,50.25,67.542,9.608,350.575
163,07/01/2022 18:00,0.00139,0.01824,0.01963,0.312,0.0097,MS,MS,13.214,-22.336,77.092,14.432,345.408,0.00088,0.00859,0.02498,0.03358,0.368,0.00632,25.718,-21.973,70.438,12.767,340.327,2.199,19.973,22.165,0.284,10.797,MS,19.569,67.367,10.973,340.018
164,07/01/2022 19:00,0.00087,0.01755,0.01842,0.294,0.01293,MS,MS,9.962,-22.13,77.374,15.337,342.769,0.00058,0.00783,0.02388,0.03171,0.329,0.0048,14.824,-21.798,68.599,12.413,341.802,2.063,18.804,20.86,0.25,9.901,MS,12.176,67.896,9.847,342.299
165,07/01/2022 20:00,-0.00004,0.01459,0.01455,0.256,0.01363,MS,MS,7.897,-22.488,78.285,15.52,339.325,0.00073,0.00507,0.02088,0.02596,0.283,0.00823,12.288,-22.054,69.767,13.345,338.217,1.919,17.506,19.415,0.232,11.516,MS,10.376,69.168,9.54,345.423
166,07/01/2022 21:00,-0.00062,0.01244,0.01181,0.283,0.01868,MS,MS,12.465,-22.325,75.634,17.211,338.661,0.00046,0.00324,0.01913,0.02238,0.282,0.01246,13.79,-21.944,66.502,12.838,338.56,1.397,17.009,18.402,0.239,13.762,MS,11.247,68.795,10.771,330.876
167,07/01/2022 22:00,-0.00043,0.01491,0.01448,0.331,0.01654,MS,MS,18.671,-22.556,75.139,13.625,342.448,0.00045,0.00435,0.02077,0.02512,0.325,0.0117,21.451,-21.967,65.799,11.141,339.031,1.08,16.001,17.067,0.277,15.58,MS,16.355,68.478,10.199,328.179
168,07/01/2022 23:00,-0.00074,0.01324,0.01251,0.328,0.01886,MS,MS,19.708,-22.548,75.534,12.373,333.948,0.00041,0.00412,0.02096,0.02509,0.332,0.01194,22.516,-21.992,65.802,9.435,336.137,0.68,16.676,17.345,0.279,14.005,MS,17.286,69.525,7.615,312.007
169,08/01/2022 0:00,-0.00103,0.0082,0.00718,0.277,0.02486,MS,MS,15.827,-22.35,73.334,14.417,333.415,0.00035,0.00324,0.01912,0.02235,0.298,0.01495,17.771,-21.85,63.295,9.668,337.106,0.629,14.042,14.668,0.269,18.217,MS,16.572,67.568,7.266,324.457
170,08/01/2022 1:00,-0.00106,0.01002,0.00897,0.276,0.02286,MS,MS,15.576,-22.632,72.743,8.61,337.126,0.00059,0.00305,0.01953,0.02259,0.3,0.01438,18.7,-21.996,63.743,8.916,340.534,0.644,11.405,12.037,0.258,20.58,MS,15.476,65.743,9.509,331.526
171,08/01/2022 2:00,-0.00103,0.0093,0.00827,0.271,0.02232,MS,MS,16.958,-22.81,72.364,10.33,330.449,Z,Z,Z,Z,Z,Z,18.468,-22.062,63.092,8.216,327.947,0.438,10.753,11.178,0.254,20.419,MS,16.406,64.861,8.935,319.419
172,08/01/2022 3:00,-0.00087,0.01158,0.01071,0.271,0.01892,MS,MS,16.924,-22.761,72.016,5.492,334.676,0.00059,0.00265,0.01868,0.02133,0.291,0.01336,18.3,-21.977,61.952,8.219,334.067,0.35,11.824,12.158,0.25,19.456,MS,16.911,64.997,5.096,305.074
173,08/01/2022 4:00,Z,Z,Z,Z,Z,MS,MS,17.186,-22.256,71.144,2.985,358.623,0.00094,0.00485,0.02294,0.02778,0.308,0.00942,21.547,-21.686,62.071,5.754,337.1,Z,Z,Z,Z,Z,MS,18.807,65.076,5.796,300.317
174,08/01/2022 5:00,-0.00073,0.01079,0.01006,0.253,0.0219,MS,MS,15.692,-21.781,70.52,7.978,327.105,0.0005,0.00563,0.02131,0.02694,0.32,0.01191,18.7,-21.158,62.132,5.462,315.198,0.732,14.859,15.576,0.265,16.643,MS,20.26,65.25,5.091,291.713
175,08/01/2022 6:00,-0.00102,0.00857,0.00755,0.234,0.02564,MS,MS,13.334,-21.762,70.548,7.883,331.247,0.00039,0.00482,0.02471,0.02953,0.291,0.00885,17.927,-21.184,62.682,2.296,324.423,1.108,18.494,19.587,0.268,13.836,MS,19.327,67.508,4.658,296.896
176,08/01/2022 7:00,-0.00028,0.01322,0.01294,0.234,0.02332,MS,MS,10.377,-21.911,70.249,9.346,315.764,0.00042,0.00777,0.02696,0.03474,0.338,0.00817,17.962,-21.672,68.852,3.044,291.356,1.125,19.329,20.44,0.255,15.405,MS,13.352,68.897,4.507,309.81
177,08/01/2022 8:00,-0.00088,0.01468,0.01379,0.226,0.02324,MS,MS,8.849,-22.116,70.932,5.258,305.606,0.00036,0.01398,0.03298,0.04696,0.433,0.0014,19.837,-22.159,72.292,2.512,213.623,2.521,21.995,24.504,0.279,13.171,MS,15.878,70.03,4.694,291.776
178,08/01/2022 9:00,0.0109,0.02652,0.03743,0.324,0.00933,MS,MS,14.465,-22.878,78.767,3.651,190.038,0.00085,0.03635,0.03561,0.07194,0.438,0.00186,22.433,-23.018,79.055,3.572,228.961,1.676,20.744,22.409,0.279,13.999,MS,14.535,70.416,5.504,314.753
179,08/01/2022 10:00,0.0244,0.02897,0.05337,0.395,0.00987,MS,MS,24.545,-22.303,81.894,4.48,210.951,0.00056,0.02803,0.02917,0.05721,0.454,0.00725,24.044,-22.563,77.719,4.282,242.232,3.155,15.387,18.532,0.259,21.107,MS,11.13,66.568,5.118,291.939
180,08/01/2022 11:00,0.02608,0.02344,0.04951,0.371,0.01771,MS,MS,16.738,-20.099,71.77,3.634,235.008,0.00064,0.02536,0.02075,0.04612,0.445,0.01291,26.805,-21.825,73.412,4.355,224.284,8.779,15.724,24.492,0.294,18.193,MS,17.169,66.368,5.318,290.949
181,08/01/2022 12:00,0.0158,0.01479,0.03059,0.366,0.0256,MS,MS,14.85,-18.521,64.296,6.404,202.319,0.00076,0.01793,0.01567,0.03362,0.379,0.02106,19.97,-18.973,58.795,6.332,205.223,10.697,14.257,24.945,0.313,19.599,MS,18.062,60.627,4.281,282.56
